subtype,feature,delta_bevac_minus_acute,p_exact,acute_mean,bevac_mean,n_acute,n_bevac,fdr_within_subtype
All,ROS_Src,-0.0339071651299794,0.2,0.3769993782043457,0.3430922130743662,4,3,0.272
All,ECM_protease,-0.011731969192624,0.3714285714285714,0.080506207421422,0.0687742382287979,4,3,0.4354679802955665
All,Mfsd2a,0.1443814088900884,0.0285714285714285,0.3807725459337234,0.5251539548238119,4,3,0.0485714285714285
All,Cav1,0.3492573648691177,0.0285714285714285,0.5888123959302902,0.938069760799408,4,3,0.0485714285714285
All,Cav2,0.248159776131312,0.0285714285714285,0.5966406166553497,0.8448003927866617,4,3,0.0485714285714285
All,Plvap,0.0070028515183366,0.0571428571428571,0.0048322136863134,0.0118350652046501,4,3,0.0809523809523809
All,Cldn5,0.934382975101471,0.0285714285714285,2.5160059332847595,3.4503889083862305,4,3,0.0485714285714285
All,Lsr,0.2501784960428873,0.0285714285714285,0.7482454776763916,0.9984239737192788,4,3,0.0485714285714285
All,Abcg2,0.7063507934411368,0.0285714285714285,1.29694065451622,2.003291447957357,4,3,0.0485714285714285
All,Axin2,0.1069056925674279,0.0285714285714285,0.1423481069505214,0.2492537995179494,4,3,0.0485714285714285
All,Reck,0.0098195758958657,0.7714285714285715,0.2292508147656917,0.2390703906615575,4,3,0.8196428571428572
All,Vcam1,0.2458644111951192,0.0285714285714285,0.6746935248374939,0.9205579360326132,4,3,0.0485714285714285
All,Icam1,0.1431033114592234,0.0285714285714285,0.8242420256137848,0.9673453370730082,4,3,0.0485714285714285
All,Cxcl9,-0.0678077017267545,0.3142857142857143,0.2249067202210426,0.1570990184942881,4,3,0.3957671957671957
All,Cxcl10,-0.0264548566192388,0.7142857142857143,0.2048083003610372,0.1783534437417984,4,3,0.7834101382488479
All,Stat1,0.1835083663463592,0.2857142857142857,0.5745773613452911,0.7580857276916504,4,3,0.3736263736263736
All,Irf1,0.1984901626904806,0.0285714285714285,0.6268622279167175,0.8253523906071981,4,3,0.0485714285714285
All,B2m,-0.3992848396301269,0.0571428571428571,3.228991985321045,2.829707145690918,4,3,0.0809523809523809
All,H2-Aa,-0.3700575505693754,0.0285714285714285,0.5064309611916542,0.1363734106222788,4,3,0.0485714285714285
All,H2-Ab1,-0.3872008298834165,0.0285714285714285,0.5319667682051659,0.1447659383217493,4,3,0.0485714285714285
All,Angpt2,-0.015406538421909,0.3428571428571428,0.1440697107464075,0.1286631723244985,4,3,0.4163265306122449
All,Esm1,-0.0064880960562732,0.0571428571428571,0.0069460486411117,0.0004579525848384,4,3,0.0809523809523809
All,Apln,0.0128735564649105,0.0571428571428571,0.0109209492802619,0.0237945057451725,4,3,0.0809523809523809
All,Kdr,0.5104639306664467,0.0285714285714285,0.5278260931372643,1.038290023803711,4,3,0.0485714285714285
All,Serpine1,0.0131187836329142,0.6857142857142857,0.0703854486346244,0.0835042322675387,4,3,0.7771428571428571
All,Ctgf,,,0.2966115921735763,,4,3,
Arterial,Tight_junction,0.4374221066633861,0.0285714285714285,1.332958072423935,1.770380179087321,4,3,0.1494505494505494
Arterial,BBB_transport_identity,0.2261392921209335,0.0857142857142857,0.8794618993997574,1.105601191520691,4,3,0.1942857142857142
Arterial,Caveolae_structural,0.2967048287391662,0.0571428571428571,0.7524762749671936,1.04918110370636,4,3,0.1494505494505494
Arterial,PLVAP_permeability,0.0001280237920582,1.0,0.020265816245228,0.0203938400372862,4,3,1.0
Arterial,Adhesion_trafficking,0.0027712111671765,0.9428571428571428,0.2534363344311714,0.2562075455983479,4,3,1.0
Arterial,IFN_antigen_presentation,0.0295416489243507,0.7714285714285715,0.6730713471770287,0.7026129961013794,4,3,0.904433497536946
Arterial,Wnt_BBB,0.1433029174804687,0.0571428571428571,0.2419566512107849,0.3852595686912536,4,3,0.1494505494505494
Arterial,TGF_response,0.1002928465604782,0.0285714285714285,0.2772480100393295,0.3775408565998077,4,3,0.1494505494505494
Arterial,VEGF_response,0.1816419959068298,0.0571428571428571,0.4059656262397766,0.5876076221466064,4,3,0.1494505494505494
Arterial,ROS_Src,-0.0205213353037834,0.4285714285714285,0.2853393778204918,0.2648180425167084,4,3,0.5396825396825397
Arterial,ECM_protease,-0.0207692012190818,0.2857142857142857,0.1549860909581184,0.1342168897390365,4,3,0.4223602484472049
