rho_pooled_mouse,rho_original_human,n_genes
-0.02652101745697172,-0.0885674208879682,6437.0
0.006335768464439201,-0.018082315118127443,6486.0
-0.034564334383489964,-0.02385214515648258,6472.0
-0.006508867684934728,0.08963539146817445,6418.0
0.02460914099290911,-0.10232205695904788,6481.0
-0.0006751311486602189,-0.07376519110022929,6441.0
,,0.0
-0.03786769788487402,-0.07076942901126529,6429.0
0.027173278985046345,0.016365956590147078,6462.0
0.04817747907330679,0.10335671160205714,6468.0
0.026767253917835052,-0.05384905039661291,6456.0
-0.06107352136233091,-0.06428959734180034,6478.0
0.01053293963586135,0.03496559353443858,6459.0
0.020971463937767994,0.08399332202517917,6480.0
0.0030970625438430585,0.12664507024623953,6452.0
-0.0309186342694498,-0.07170518956084863,6467.0
0.02706991206162484,-0.03446963694845727,6456.0
-0.01957240101084153,-0.013822906446631613,6478.0
0.021994787223080157,0.05731312819322092,6468.0
0.021404433304638405,-0.04041220769488049,6478.0
0.0046812196565168334,-0.010323086464188445,6470.0
-0.020881596062755126,-0.0005133781660179925,6432.0
0.007783470713931067,0.12921411296330718,6469.0
0.014735303921523406,-0.02798038518357701,6461.0
-0.08728546720318958,-0.06827004602174826,6459.0
0.030395578461639625,0.031018823069047557,6443.0
-0.057671278686385885,0.07404823691502373,6448.0
0.002129290403710362,-0.07063553327489909,6422.0
-0.016221880884745212,0.0364967665159247,6469.0
0.03747849287875883,-0.047533295499521754,6450.0
-0.03423525926524554,-0.021148766983441807,6473.0
,,0.0
,,0.0
-0.022108804183771695,-0.06510489968642134,6449.0
-0.031023360976294368,0.0028997973875054734,6405.0
-0.04730461540278918,-0.052941175322746635,6426.0
0.012044792660585998,0.06170560773508577,6455.0
-0.0028174805956257447,0.11608320211631104,6360.0
,,0.0
-0.004829083161998008,-0.058804664959726534,6491.0
,,0.0
0.010446201435611199,-0.04861158076285309,6461.0
0.048760537479151,0.023279815492255922,6459.0
-0.032987889074012094,0.11075221409067064,6453.0
-0.02628050402121018,-0.02558699770686978,6430.0
0.00057011526380665,-0.03946307882875016,6466.0
-0.04281289226231549,0.041909356787316665,6314.0
-0.04513938503458681,-0.069782437046117,6491.0
-0.00476640344688722,-0.0003678489255434189,6460.0
-0.016181973537355523,-0.042626262786179515,6482.0
-0.050732823416206295,-0.048455061565823083,6457.0
,,0.0
-0.048609108773806524,-0.08444063457884506,6483.0
-0.007131489641384824,-0.023134006463280402,6432.0
-0.07578942658997867,-0.03337689849944652,6416.0
-0.013405622094605477,-0.05948828373813652,6451.0
-0.06641806362587546,-0.07464568654519858,6423.0
0.020414713058062146,0.05658286278301136,6452.0
0.003572020998202745,0.04676144042946977,6487.0
-0.027393742841752187,-0.11168478794269406,6487.0
0.0076649560274570285,-0.0809723459745181,6491.0
-0.026269804837317563,-0.0380781162450162,6479.0
-0.02220547338314846,-0.09029992468964039,6330.0
0.009402939034570184,0.018097653111764988,6481.0
0.00918006387700801,0.004153124670277924,6485.0
-0.08227598297141527,-0.1219539455294567,6464.0
-0.032074335106689805,-0.09227199846496424,6475.0
-0.010975750531265448,-0.0031785253834716795,6470.0
-0.053799021020047896,-0.04792625589801723,6365.0
0.003986055966715659,-0.05043494451184576,6430.0
0.012061016395770507,0.003119264376117174,6490.0
0.03855597012622043,0.12633990178328497,6488.0
0.0019541964830472273,0.053450438809610194,6490.0
-0.013426557159319782,-0.006374824930308434,6485.0
0.0017698065904718642,-0.03826643505935293,6485.0
0.008938460217490493,0.006532210036602908,6469.0
-0.019993625860557696,-0.022487722499952296,6475.0
-0.015203763621709014,-0.06669559426044393,6484.0
0.03978442506180851,0.06631074071082707,6463.0
0.04880164377618362,0.07194753249489108,6429.0
0.016438448948981593,-0.03532412863447823,6457.0
-0.025371350375304545,-0.06514555108314228,6492.0
-0.0291344679043473,-0.044422578398184136,6482.0
-0.04687639164808128,-0.04540138135753774,6457.0
-0.05310093506732486,-0.05557690636619414,6449.0
-0.05901377236077509,-0.17131673383683887,6470.0
-0.014618048300245738,-0.10067641483421456,6488.0
-0.019332698473910014,0.0028995542079984604,6487.0
0.030871284458128232,0.007354838153455726,6481.0
-0.007840934972891676,0.03654161427342096,6436.0
-0.02648702654237168,-0.03762273951459027,6417.0
-0.04250837677551427,-0.11122971633421884,6456.0
-0.000556029051061246,-0.007824676932405187,6440.0
-0.08352223097640027,-0.11261506746341549,6451.0
-0.04246206231351058,0.08165586063064449,6477.0
-0.017850837887799866,0.01193528135699161,6478.0
,,0.0
-0.040583455956974615,-0.04236040951820512,6472.0
-0.02626956645301161,-0.16320205807011653,6483.0
-0.029551471833630376,-0.007634850285397378,6334.0
,,0.0
0.014159674793230667,-0.06395769101074808,6473.0
,,0.0
-0.018000064664487673,-0.04745553679222545,6344.0
0.021049532101575907,0.10207168434429009,6458.0
-0.036891652371862795,-0.15835424715946686,6474.0
0.03827642029965857,-0.02081417735783742,6450.0
-0.01886919479167577,0.008251884606456683,6473.0
-0.044661249460505606,-0.07243190086166798,6471.0
-0.03707954367373786,-0.09147657730879975,6455.0
-0.03497840298588612,0.03572816281947447,6461.0
-0.03634688388602194,-0.07591173902741775,6476.0
,,0.0
,,0.0
-0.0035518335237971713,0.00431504535039458,6469.0
0.00380417362207256,0.03979896152787074,6475.0
-0.011816634416072398,0.04904571065243158,6419.0
-0.0028085823505834212,0.0006478806630202407,6467.0
,,0.0
-0.018411159619290848,-0.1333582069957245,6485.0
-0.02506875708270225,-0.03880229473684606,6444.0
,,0.0
-0.05027715179120925,-0.05607721313847699,6435.0
0.03818941381502282,0.11899932946764263,6300.0
0.002445889698981669,0.08067084941796084,6480.0
-0.010788090957092844,0.06186104396869073,6276.0
-0.019815475379751334,0.010246930686925343,6443.0
-0.009738472236510266,-0.001998087063153688,6470.0
-0.02704395497799295,-0.039992552608243914,6477.0
,,0.0
-0.0069893082745669894,0.025113342038877287,6434.0
-0.05972363968118529,-0.1159316243142013,6460.0
0.016787483739394555,0.04046575233290941,6435.0
