rho_pooled_mouse,rho_original_human,n_genes
0.015615964293158445,-0.043262964855878105,5812.0
0.07278280056237502,-0.05263547597702726,5800.0
0.011912170587082077,-0.013403099993608295,5809.0
-0.06251327914895638,-0.07810866376765188,5615.0
0.12766093661540237,0.09722820343539187,5800.0
0.07931633778039807,0.09922774191027066,5810.0
0.04893509631586869,0.03662356956062473,5796.0
0.07861497457453627,0.15538038356530018,5801.0
0.08894662141203619,-0.027979638020620638,5799.0
0.03457803744054363,0.0954233801411159,5792.0
0.11941676162033586,0.28061839841856134,5797.0
0.016130755213400075,-0.06873869649175428,5792.0
0.0332483647361425,-0.049599683700836714,5815.0
,,0.0
0.030159433767725136,0.16189078052842631,5798.0
0.07160087121415812,0.2031850038079245,5807.0
-0.02415964318039741,-0.06152251347917357,5808.0
-0.02163251737387886,0.16992610439899744,5795.0
0.05059978094511172,0.16539229334999705,5813.0
0.015661954672630273,0.0859208245851727,5802.0
0.04259231717024395,-0.04527375092244601,5799.0
-0.01800428170713285,-0.03745341806185771,5811.0
0.06625625462444575,0.041354734799043905,5807.0
-0.005003664339620407,0.16587418610696325,5813.0
,,0.0
0.025798393000615073,0.002712519223749767,5812.0
0.03953534752189722,0.2649216253918041,5785.0
0.02969027857704978,0.025385398204147803,5805.0
0.04572577921255513,0.23474898187593257,5814.0
-0.014491628723450925,0.17987587172768837,5789.0
0.11315340513805208,0.029094611137121806,5814.0
0.035696696501525606,0.0794692946462108,5797.0
-0.04058388965847428,0.0016543534642095544,5575.0
0.04203942196620018,0.03178009586869111,5805.0
0.02112880285818035,0.12884507448812008,5808.0
,,0.0
0.1134056228114239,0.10625302589040017,5809.0
0.04861416198732509,0.18693848370598312,5635.0
0.04985964255507892,0.05817822244458591,5813.0
0.049099649075601014,-0.03261164064388274,5811.0
-0.0016855342752133472,0.1600386956098921,5607.0
0.058876673169732906,0.05048940682604713,5766.0
0.017059236441643217,0.10079807930839771,5797.0
0.05631112561195,-0.02325050731408951,5648.0
0.021847323586009444,0.007795491565263627,5806.0
0.05704656936571657,0.18780743091535557,5813.0
0.08120862581107183,0.0762368456366892,5779.0
,,0.0
0.039768450827242806,0.07586693338442269,5813.0
-0.02804817879342432,-0.0612547564907691,5641.0
0.03993431958267644,0.10173982889193384,5813.0
,,0.0
0.11513503366334138,0.11182929441397867,5804.0
0.04505450258628339,-0.06048506209056445,5808.0
-0.006171442101192963,0.10491573099237932,5809.0
0.039113871904447206,-0.02479079582150476,5783.0
-0.0006817986206296811,0.024857086336559416,5806.0
-0.04070625264520888,0.029467154629510103,5812.0
0.12212512553542988,0.13932269575328327,5812.0
0.06235594099597952,-0.022797534525413804,5815.0
0.04885909595850519,-0.02592915816860475,5814.0
0.09147159477573845,0.20740591613227136,5814.0
0.11222174755427995,0.2244846365794356,5778.0
0.04734373806563591,0.3314430973071826,5756.0
-0.015533262078978018,-0.01922088405855882,5794.0
0.04508047376212881,0.24568960937117063,5811.0
0.03985170307856704,0.05406233818057516,5815.0
0.04240738808620954,-0.04931743931291627,5792.0
0.01562786258386423,-0.008133799162704467,5813.0
0.050638753823947856,0.052202390346058634,5793.0
,,0.0
0.048170493159797656,0.18660162980381007,5810.0
-0.04348775883156067,-0.043131315731203164,5645.0
0.039965920850865665,0.10300943028999042,5806.0
0.01684728108061107,0.12230710626925255,5802.0
0.08267977867417141,-0.02483383926461739,5776.0
0.010831358196657393,0.1505169699286937,5796.0
0.0462831024996404,0.11919837969039744,5816.0
0.10571398982988281,0.18296665190226066,5806.0
-0.02182558249592007,-0.02106957479784807,5795.0
0.02741741912381913,0.03398870375183771,5810.0
0.040523893762503364,-0.038358046119008456,5809.0
0.08375991538454956,0.12120334290789454,5808.0
0.019802189168428942,-0.0038316719110606623,5812.0
-0.06393843806185044,-0.009022377639292683,5775.0
0.012796299885193606,0.14540080550311713,5800.0
0.10509318722349496,-0.003715030174045811,5810.0
0.022273579599303782,0.1807494096589089,5810.0
0.02294400059320309,0.27997620968318815,5804.0
0.0937271094910187,0.2212938575188057,5813.0
0.0773617538743936,0.08376546595727982,5807.0
0.010758337761215068,0.06617269243454671,5804.0
0.025567719291880616,-0.036463462825317955,5808.0
-0.021782894534428086,0.05406779343433353,5786.0
0.013343791432473363,0.1835786315115528,5588.0
-0.008365172195379014,0.006828339107012719,5809.0
0.012157346178445222,0.14060260290019508,5579.0
0.02767687649181815,0.13524759867656444,5809.0
0.07245421601456896,0.0478964797696399,5811.0
-0.010191920971979828,0.03265757753734987,5813.0
0.06573800396815274,-0.07922736032222491,5609.0
0.012462430235936212,0.15047863733594913,5804.0
0.0579971400732023,0.016522086944176752,5794.0
0.02572514604191686,0.03953148357255228,5808.0
,,0.0
-0.04102642784987001,0.0674071496434595,5790.0
0.1102099803404328,0.017775469457076296,5810.0
-0.013885886895776935,-0.043467365673266214,5810.0
,,0.0
0.041270966543907994,0.0367775373783655,5813.0
0.023743499011097433,0.06814744581005713,5813.0
,,0.0
-0.021801068659077796,0.14404565074316855,5806.0
0.10102525661573658,0.0461719310061017,5814.0
0.026531658122137394,-0.07680260649246581,5815.0
0.03996575926130995,0.04004757882333947,5809.0
0.0012982792562185597,-0.05471811697182511,5802.0
0.08273716268085013,0.13799930300753377,5779.0
0.012260981872104492,0.03631744249438124,5811.0
0.08998295446522454,0.06926592337436044,5809.0
0.06676262582289351,-0.023930505435016926,5591.0
0.08873758304118279,0.12295629315190458,5805.0
-0.008708690388874264,-0.02671027359398346,5813.0
0.028244314418221086,0.02461790230099128,5790.0
0.05180929611633135,0.08186877601106861,5789.0
0.00492046158514951,0.08939464364555481,5813.0
0.008410665051768514,0.19058114536912923,5798.0
0.038591629004705946,-0.07909537243307455,5810.0
,,0.0
-0.005162351788603267,0.24919855139313318,5807.0
0.0071225600491926925,0.03860373349786281,5791.0
0.07000131530768808,0.10112994273525953,5792.0
0.007573807760253281,0.12395446822663328,5775.0
0.04166564562850408,-0.08708862942669185,5809.0
0.07662579539542615,0.22667172503894603,5612.0
0.03840145536612758,0.21574957446822499,5803.0
0.02012050527076535,0.1574112801119627,5798.0
,,0.0
0.012486279290095924,-0.0029732181680105297,5797.0
0.04919313216852904,0.24700583047404878,5794.0
-0.038586181589410316,0.0029589874192785188,5609.0
-0.014735184726728188,0.15359027594841365,5802.0
0.0020852773462404673,0.0016402662863029525,5812.0
0.09434787103338452,0.18153592165049984,5803.0
0.0690234423079889,-0.06923808474840529,5595.0
,,0.0
0.00897915793277182,0.02126128937884376,5581.0
-0.004723323350218024,-0.010510788850981988,5807.0
0.006977917967512181,0.03596794673374727,5806.0
0.10724752982368979,0.1659973654844106,5812.0
0.005884858447530071,0.19439181259907612,5812.0
0.016839971793815457,-0.02199646422676978,5806.0
0.11550216907555262,0.20943883979335873,5812.0
0.03160347062764628,0.11695965620541834,5788.0
0.003836011838948774,0.18393606846764843,5548.0
0.03709834024769233,0.08513936202321777,5811.0
0.03246619515024832,-0.024857172319001943,5811.0
0.05135733165990699,0.12607417911084493,5812.0
