gene,validation_g,validation_var,expression_eligible,mouse_pooled_g,human_hedges_g
A3GALT2,0.8747293778012125,0.4353655586565037,True,-0.581190655208727,-0.1745009994328958
A4GALT,-0.5863485680223884,0.41195740081391535,True,0.5105556151189915,-0.4152874391330681
AAAS,-0.5861327841097829,0.4119433451131587,True,0.3617209604161238,-0.5034854484308984
AACS,0.5506041125117508,0.40969963667463466,True,0.9555542431074524,-0.1587078862966965
AAGAB,0.6707171452972904,0.41784944780135097,True,-0.4014426779081838,-0.6686562477613032
AAK1,1.0129514240196156,0.44986106438066326,True,-0.8960601967890512,0.4561817299034147
AAMP,-0.37300637095561445,0.4005867957890027,True,-0.4715051880399076,1.0574431445154118
AASDH,-0.44311089818932614,0.40376532441792906,True,-0.1307232560192909,0.3077106848430996
AASDHPPT,0.7860399156440354,0.42718262891190295,True,0.6200446988546432,0.579495276620896
AASS,1.1079464709536386,0.46105410855151074,True,-0.527505969504733,0.8296309343324445
AATF,0.15029143257980287,0.3941120047853034,True,0.5906467792482006,0.5299953459110096
AATK,-0.17426001979643166,0.39454417366266803,True,0.4260993028222538,-2.2755567882444567
ABAT,-0.9312464359263515,0.4410360275474502,True,-0.1369886079257525,0.3282851445910482
ABCB10,-0.9050283365542711,0.4383613811885979,True,-0.9593817518542164,-0.6948173309481805
ABCB7,0.5235286862479608,0.4080839364862826,True,-0.0085784611923566,0.6399302636556108
ABCB8,0.4770639772776561,0.4055010338802526,True,0.8118559520005608,-0.4243179804263415
ABCB9,0.06162124096465806,0.3930680971536998,True,0.0253039659688414,-1.560220461822004
ABCD3,-0.2062457065799199,0.3952203257172901,True,-0.1894943166649219,-0.2617565630772219
ABCD4,-0.13071172250653765,0.3938063403238443,True,-0.250507281370298,0.9181998657170046
ABCE1,0.7013496593839659,0.4201844397859209,True,0.6116435328533267,1.2707338827375527
ABCF1,-0.3223212011987474,0.39862886267615416,True,-0.419136989396423,0.713381392763003
ABCF3,-0.690209782517326,0.4193232286283992,True,0.0693212028213017,0.4373682326185278
ABHD10,-0.9065542502703777,0.4385149544506588,True,-0.7397196673985565,0.3768946092120053
ABHD11,-0.5065727254957407,0.40711358320248636,True,1.2390527779781573,0.3126994410996001
ABHD12,-0.4988226360770128,0.40668069964952175,True,0.2785776435962661,-0.2440689133514942
ABHD13,-0.6002635353800396,0.412874715740862,True,0.0379612050702485,1.525701227251934
ABHD14B,-0.3557624123689884,0.3998886369712874,True,-0.5483386510326363,0.3397498228264343
