gene,GSE199460,GSE210776,GSE95401,GSE279183,pooled_mouse
AGMO,-0.20253520878353604,-1.2577927940360245,-1.0118223329442058,-1.7171287384278702,-0.8455061003154242
AGPAT3,-0.03549381029611926,-0.07733639116710812,-0.8672320032987126,-0.8395892053612074,-0.31113053296403165
AGPAT4,3.067415202702189,1.1673164793790303,0.8755674857279684,-0.9599456173145176,1.2983762541661632
AGPAT5,2.409180475478517,2.620882231453135,2.6976805687875847,0.41165096606080964,2.586057355108487
AGPS,-0.07937962300728284,-0.4574785736523836,1.5606171699200098,0.6229671661921973,0.23320965667008373
AGRN,-0.5993854885150636,-1.1451452466141805,-0.9527867142298276,-0.30776707725501995,-0.9195271901296199
AGT,-0.47133003259197165,-0.5382559593211892,0.6200889188902946,1.2007851336745905,-0.13226079317379044
AGTRAP,2.5341270260489113,0.7694299664685779,1.9532605945598196,0.954006588156991,1.4332171853300524
AHCTF1,-0.49910351539175046,-2.357885573522917,-0.8908545209803388,1.2271195790959628,-1.143334522241063
AHDC1,0.04783027321878363,-2.430625482231581,-0.2697461330763099,-0.21924140557469088,-0.7608378336930195
AHI1,0.16252094782159118,-0.835592813119479,2.7149445845960454,0.4443002021549672,0.47716052798525493
AHR,0.6687351015805136,3.2306428157704237,1.3299779967493934,0.7510196427582619,1.5360152309840698
AIFM1,1.2582288094233283,-0.993830220914218,0.7525195918646842,-0.6212079460002015,0.25121547860109195
AIFM2,3.499006253201505,4.987843391192994,0.6102867523900493,0.4180333999164171,2.705651716469958
AIFM3,0.16732092951662342,1.1851478898007055,-2.9931524406761794,0.2925488230234156,-0.334158196519199
AIG1,4.5006585743749525,2.0445037531173016,1.2560801890189262,-0.07826767740071795,1.9253736384342126
AIMP1,2.230151386850426,-0.41211399838594387,1.6938149402659217,1.6522686370160102,0.970850843690869
AIMP2,0.9346469968315068,-0.35156052389217235,2.6954284853071333,0.24727744854118394,0.8730610395385237
AIP,1.594110503066032,-0.33799876763599995,1.5957229460619715,0.9513076658177496,0.7850697447866971
AJAP1,-0.294563909204212,-1.8347251919484762,-1.9246882394473932,-0.08327990385303004,-1.2835857985532793
AK1,-0.5177537732964643,2.1763969109347894,-0.18641210108084247,0.836792936333227,0.4164661306952955
AK2,1.0828397264033223,1.193831403525921,3.672080362469887,0.3232844708349573,1.5747809034486198
AK3,-5.8805494304408175,-1.7879851998871212,-1.477686966087464,-0.29704036734093514,-2.0145638161154347
AK5,-0.3640759110410263,1.1518922781111192,0.54968104844686,-0.8263406973759267,0.4926862680708546
AK7,-0.24119130069699815,-0.04536547553885034,-0.5410872177769775,-1.320571752699151,-0.2622128894958299
AK8,0.6108388775941169,1.0807274650841452,-0.533967732987396,0.6473081661454243,0.3692270418597319
AKAP1,-1.4639144693637198,-0.6893703575970402,0.12079078820106673,0.15241177824780225,-0.5462125491647386
AKAP10,-0.6368371512028458,-1.4117072378997457,-0.10911343727583195,-0.27607662945016037,-0.6883946052791028
AKAP11,-0.48986167148158116,0.05901961951030768,-0.28261869222209,0.4638391715735671,-0.20236054405176274
AKAP12,-1.3842622435174219,-0.7634859479330538,0.11423052723363776,-0.3187504568589784,-0.5659496948453265
AKAP13,-0.5748143221502199,-2.7260236131419298,-0.40580629708674565,0.7885847281922728,-1.0598002516625695
AKAP14,-1.0124118057369884,-0.11916674351361088,-0.2842147440993398,0.5200549601091015,-0.3900867650423425
AKAP6,-0.5094455802764561,-0.7837284625921042,-0.26840331595220446,-0.6941275781038833,-0.5259040293849989
AKAP7,0.4347089758764256,0.2830526507389562,-0.8343333137825817,-0.3203752011334263,-0.03011357492456791
AKAP8,-1.0195539880535929,-5.474886416195691,-0.763602861544934,-1.2392476270165658,-1.8462277262946585
AKAP8L,-1.5761044347813276,-2.8188838522691015,-0.7428089142751064,-3.137033579975101,-1.5016074274312268
