sample_id,dataset,group,Endothelial_immune_activation,BBB_specialization,Structural_ECM_remodeling,Tight_junction,BBB_transport_identity,Caveolae_structural,PLVAP_permeability,Adhesion_trafficking,IFN_antigen_presentation,Wnt_BBB,TGF_response,VEGF_response,ROS_Src,ECM_protease,subset
BEVAC001,GSE210776,Bevacizumab,0.6723269364094011,-0.2076091550540014,0.14011419129589797,-0.33520350591259324,-0.5635261690087071,-0.5999327277248969,-0.035328749262805076,0.18454724914534504,1.0495685803921992,0.055412252495745995,0.1561726650253208,0.2656605501797662,-0.19124273116059348,-0.40892328283302926,
BEVAC002,GSE210776,Bevacizumab,0.356955437489355,-0.4992518214058976,0.4883985191376697,-0.3259918918111058,-0.7874313727546296,-0.2774110337543471,0.3929844700831135,0.16140786749514466,0.5972298483125688,-0.4706686654613928,0.030046856082740103,0.3153323789480133,0.06144554102734242,-0.3332805159106914,
BEVAC003,GSE210776,Bevacizumab,0.4942323590256815,-0.9108376835190781,0.5517538348549541,-0.8722938461857368,-1.3009681622357243,-0.6297532512139937,0.5308402575564477,0.6771016469928579,0.5244089708496739,-0.7414683357163158,-0.31532443326180265,-0.08291002731024195,0.3505995541999677,0.039901847034551005,
CTL1,GSE199460,Control,-0.6802737166301892,0.2742084057287339,-0.11265410626486975,0.7093339073780012,1.1292245094439441,1.4259267864625433,0.42870785520261445,-0.6473075306256905,-0.6734752928286786,-0.44338331389504937,-0.5103640337396707,-0.1613758079052526,-0.226994308033231,-0.6082292398729856,All_endothelial
CTL2,GSE199460,Control,-0.5579934868544628,0.07908391984180221,-0.3485726576029044,0.08975508657481596,-0.0949490284364562,-0.4150976218763031,-1.1986267014731151,-0.6430148915432242,-0.5157255663099455,0.15898628282558894,-0.28353440058579293,-0.30267877399268533,-0.49602985542347117,-0.600755095235556,All_endothelial
CTL3,GSE199460,Control,-0.6706865248635153,0.49538843474114985,0.32278893982694984,0.053373889448117995,-0.49549547602788063,0.13756812613135996,0.06884133814717389,-0.630436227946861,-0.6982760364952677,1.2855067536543532,0.8582066664084311,0.4331526144754309,-0.15842399836713714,0.05687009913130461,All_endothelial
EAE1,GSE199460,Acute,0.696003991214552,-0.5345758766415497,-0.3901853758848458,-0.7189929945895949,0.39446901842985244,-0.48751106097040525,0.5302885957274652,0.3793278639590194,0.8064508887650321,-0.8761535788785539,-0.48018612358249785,-0.11408741009520618,0.09719605895680827,-0.3361624807119964,All_endothelial
EAE3,GSE199460,Acute,1.2129497371336155,-0.3141048836701372,0.52862319992567,-0.13346988881134564,-0.933249023409458,-0.6608862297471949,0.17078891239586136,1.5414307861567564,1.08102600686886,-0.12495614370633823,0.41587789149952986,0.14498937751771337,0.7842521028670314,1.4882767166892332,All_endothelial
CTL1,GSE199460,Control,-0.7167361569080908,0.2833035927390292,-0.3394258215915439,0.7849544114263525,1.1131633968373948,1.2388316741242535,-0.7661624036255366,-0.6512458556313271,-0.7173778526978491,-0.4660601884350357,-0.5974255457891093,-0.6588190036658026,-0.311113805378159,-0.761647050229759,Venous_like
CTL2,GSE199460,Control,-0.5180036401891028,0.0768561659999272,-0.2074549485485098,0.06604989285336293,-0.1624565471812048,-0.2923559334725956,-0.554249527968599,-0.6302325890485959,-0.45901370376784484,0.20371670468820272,-0.17315267328358985,0.058630784789502004,-0.45061645632962305,-0.4890875923359052,Venous_like
CTL3,GSE199460,Control,-0.6528385526800417,0.43838954362432797,0.3907933711727367,-0.06833158948252166,-0.4987676082247237,0.10496164362540066,0.7466828327808077,-0.6196762641607835,-0.6670304302896084,1.2447822082867535,0.8297331213413448,0.7711041922080083,-0.297708787012627,0.2096900826433329,Venous_like
EAE1,GSE199460,Acute,0.6412509472298252,-0.4969595501755376,-0.45322640759020916,-0.6405199484734411,0.44098361548710896,-0.6408174293375047,0.19994073229136328,0.36506335385978766,0.6974011339272009,-0.8702242008082585,-0.517485228588893,-0.21558856944946456,0.2146933419467946,-0.35103067891864104,Venous_like
EAE3,GSE199460,Acute,1.2463274025474103,-0.30158975218774514,0.6093138065575253,-0.1421527663237474,-0.8929228569185753,-0.4106199549395538,0.3737883665219651,1.5360913549809185,1.1460208528281017,-0.11221452373166181,0.45833032632024695,0.0446725961177572,0.8447457067736154,1.392075238840972,Venous_like
EAE_Control1,GSE95401,Control,-0.8363869757112091,0.676406875558392,-0.516606754602665,0.32007062848014756,1.1979830727639926,0.8800481642716718,-0.878681622989388,-1.3350839619035904,-0.6920489181084107,0.648530154897627,-0.05395314511333406,-0.2841925696154097,0.23867589351805035,-0.4827137588110525,
EAE_Control2,GSE95401,Control,-0.9348444531086076,0.8014115225220967,-0.7073331808050702,0.2959879928267499,1.5251299673484933,0.6237724044932825,-0.9052045291819554,-1.4974497937182092,-0.7297973556035409,0.7715192793825363,-0.32913223673650516,-0.11166402477525462,-0.2141642988917102,-0.7854983944137052,
EAE_Control3,GSE95401,Control,-0.9362146007015476,0.5818441439641994,-0.5626611303747168,0.43670255816070036,1.0696608067323496,0.9360334390158437,-0.8818334183364499,-1.2301636937189657,-0.9348977742531838,0.40526741494610824,0.07715091880457065,-0.21933596419116197,-0.20778816081663407,-0.7303973190424058,
