celltype,module,contrast,delta_median,p_MWU,n1,n2,cliffs_delta,FDR_BH
B,VEGF_angiogenic,R_remission_vs_recovery,0.0,0.722867053724853,8,3,0.16666666666666666,0.9050505050505052
B,VEGF_angiogenic,NR_vs_R_remission,0.0,0.6548863008048,5,8,-0.15,0.91684082112672
Plasma,IFN_antiviral,R_remission_vs_recovery,0.07588115363894762,1.0,2,3,0.0,1.0
Plasma,IFN_antiviral,NR_vs_R_remission,0.3686462089791154,0.5714285714285714,5,2,0.4,0.9743196189903139
Plasma,TNF_NFkB,R_remission_vs_recovery,0.9400747393241802,0.4,2,3,0.6666666666666666,0.5799026495395353
Plasma,TNF_NFkB,NR_vs_R_remission,0.017979735815433856,1.0,5,2,0.0,1.0
Plasma,IL1_IL6,R_remission_vs_recovery,0.3517860102670508,0.7670968684102772,2,3,0.3333333333333333,0.8949463464786568
Plasma,IL1_IL6,NR_vs_R_remission,0.23317551906234932,0.38095238095238093,5,2,0.6,0.9743196189903139
Plasma,TGF_remodeling,R_remission_vs_recovery,0.6363689672759287,0.3742593192802244,2,3,0.6666666666666666,0.5799026495395353
Plasma,TGF_remodeling,NR_vs_R_remission,-0.29517779750412626,0.5577377267622736,5,2,-0.4,0.9743196189903139
Plasma,Myeloid_proteolytic,R_remission_vs_recovery,0.33416995778407504,0.3742593192802244,2,3,0.6666666666666666,0.5799026495395353
Plasma,Myeloid_proteolytic,NR_vs_R_remission,0.1856452009493175,0.5714285714285714,5,2,0.4,0.9743196189903139
Plasma,Chemokine,R_remission_vs_recovery,0.14126198213756364,0.4,2,3,0.6666666666666666,0.5799026495395353
Plasma,Chemokine,NR_vs_R_remission,-0.06399650043976943,1.0,5,2,0.0,1.0
Plasma,VEGF_angiogenic,R_remission_vs_recovery,0.21893850626039701,0.4142161782425252,2,3,0.5,0.5799026495395353
Plasma,VEGF_angiogenic,NR_vs_R_remission,0.18943420283875395,0.6959425849930814,5,2,0.3,0.9743196189903139
