dataset,gene,n_case,n_control,hedges_g,var_g,ci_low,ci_high
GSE210776,2210408I21RIK,4,3,-0.5934472008731267,0.6185512913557483,-2.1349486250931116,0.9480542233468582
GSE210776,2210417A02RIK,4,3,-0.870241452290755,0.6590653518618457,-2.4614251172749286,0.7209422126934185
GSE210776,2300009A05RIK,4,3,0.17102885076356825,0.586258420112684,-1.329694423762714,1.6717521252898504
GSE210776,2310001H17RIK,4,3,-0.32776754218928744,0.594076489504614,-1.8384641504071404,1.1829290660285656
GSE210776,2310009B15RIK,4,3,1.0054404984498009,0.6844243929256317,-0.6160664388967856,2.6269474357963873
GSE210776,2310011J03RIK,4,3,-1.0024502444581804,0.68382398259476,-2.6232457934204887,0.6183453045041278
GSE210776,2310015A10RIK,4,3,-3.2839110562246163,1.661740515852761,-5.810517944068463,-0.7573041683807697
GSE210776,2310022A10RIK,4,3,-1.1473253825433611,0.7149688866761603,-2.804619706148899,0.5099689410621768
GSE210776,2310022B05RIK,4,3,-3.417084164497836,1.7509797520595205,-6.010646158264681,-0.8235221707309903
GSE210776,2310026L22RIK,4,3,0.9915252211804841,0.6816455597570341,-0.6266866260022703,2.6097370683632386
GSE210776,2310030G06RIK,4,3,1.4742646119163578,0.8006789479282224,-0.27955642979829176,3.228085653631007
GSE210776,2310031A07RIK,4,3,0.9392933207869334,0.6715605275808278,-0.6669030939626788,2.5454897355365453
GSE210776,2310033P09RIK,4,3,-0.5979660166060097,0.6190896690348993,-2.1401381446658023,0.9442061114537827
GSE210776,2310035C23RIK,4,3,0.619580693877143,0.6217213569558616,-0.925865767467163,2.165027155221449
GSE210776,2310039H08RIK,4,3,0.7733512552899591,0.6431405497391889,-0.7984912100602006,2.3451937206401188
