subtype,feature,delta_bevac_minus_acute,p_exact,acute_mean,bevac_mean,n_acute,n_bevac,fdr_within_subtype
All,Apln,0.012873556464910507,0.05714285714285714,0.010920949280261993,0.0237945057451725,4,3,0.08095238095238096
All,Kdr,0.5104639306664467,0.02857142857142857,0.5278260931372643,1.038290023803711,4,3,0.04857142857142857
All,Serpine1,0.01311878363291423,0.6857142857142857,0.07038544863462448,0.08350423226753871,4,3,0.7771428571428571
All,Ctgf,,,0.29661159217357635,,4,3,
Arterial,Tight_junction,0.4374221066633861,0.02857142857142857,1.332958072423935,1.770380179087321,4,3,0.14945054945054945
Arterial,BBB_transport_identity,0.22613929212093353,0.08571428571428572,0.8794618993997574,1.105601191520691,4,3,0.19428571428571428
Arterial,Caveolae_structural,0.29670482873916626,0.05714285714285714,0.7524762749671936,1.0491811037063599,4,3,0.14945054945054945
Arterial,PLVAP_permeability,0.00012802379205822945,1.0,0.020265816245228052,0.02039384003728628,4,3,1.0
Arterial,Adhesion_trafficking,0.002771211167176546,0.9428571428571428,0.2534363344311714,0.25620754559834796,4,3,1.0
Arterial,IFN_antigen_presentation,0.02954164892435074,0.7714285714285715,0.6730713471770287,0.7026129961013794,4,3,0.9044334975369459
Arterial,Wnt_BBB,0.14330291748046875,0.05714285714285714,0.2419566512107849,0.38525956869125366,4,3,0.14945054945054945
Arterial,TGF_response,0.10029284656047821,0.02857142857142857,0.27724801003932953,0.37754085659980774,4,3,0.14945054945054945
Arterial,VEGF_response,0.18164199590682983,0.05714285714285714,0.4059656262397766,0.5876076221466064,4,3,0.14945054945054945
Arterial,ROS_Src,-0.020521335303783417,0.42857142857142855,0.2853393778204918,0.2648180425167084,4,3,0.5396825396825397
Arterial,ECM_protease,-0.02076920121908188,0.2857142857142857,0.15498609095811844,0.13421688973903656,4,3,0.42236024844720493
Arterial,Mfsd2a,0.05921165280354519,0.14285714285714285,0.04264591750688851,0.1018575703104337,4,3,0.24285714285714283
