threshold,value,contrast,module,n_x,n_y,median_x,median_y,delta_median,cliffs_delta,p_exact,FDR_BH
q20,module_z,Active_vs_NAWM,PLVAP_permeability,3,3,0.3348343804819679,0.0349470778459548,0.2998873026360131,0.7777777777777778,0.2,0.31428571428571433
q20,module_z,Active_vs_NAWM,ROS_Src,3,3,0.8231632084901337,-0.341083745585452,1.1642469540755858,1.0,0.1,0.31428571428571433
q20,module_z,Active_vs_NAWM,TGF_response,3,3,0.10467769122580635,-0.4529223470589224,0.5576000382847288,1.0,0.1,0.31428571428571433
q20,module_z,Active_vs_NAWM,Tight_junction,3,3,-0.21061426101975503,-0.08336114694253902,-0.127253114077216,-0.1111111111111111,1.0,1.0
q20,module_z,Active_vs_NAWM,VEGF_response,3,3,0.07141036233210556,-0.4866287096267681,0.5580390719588736,0.3333333333333333,0.7,0.77
q20,module_z,Active_vs_NAWM,Wnt_BBB,3,3,0.21613823598910345,-0.49371890448789796,0.7098571404770014,0.5555555555555556,0.4,0.55
q20,module_z,Mixed_vs_NAWM,Adhesion_trafficking,6,3,0.004308752885616808,-0.4134925963937457,0.4178013492793625,0.6666666666666666,0.16666666666666666,0.5986394557823129
q20,module_z,Mixed_vs_NAWM,BBB_transport_identity,6,3,0.6159792260754611,-0.4531338910533509,1.069113117128812,0.4444444444444444,0.38095238095238093,0.5986394557823129
q20,module_z,Mixed_vs_NAWM,Caveolae_structural,6,3,0.2069317330706324,-0.7943811207911838,1.0013128538618163,0.4444444444444444,0.38095238095238093,0.5986394557823129
q20,module_z,Mixed_vs_NAWM,ECM_protease,6,3,0.05870607943250543,-0.5324352807156139,0.5911413601481192,0.6666666666666666,0.16666666666666666,0.5986394557823129
q20,module_z,Mixed_vs_NAWM,IFN_antigen_presentation,6,3,-0.33126518177508935,-0.22599233489983547,-0.10527284687525387,0.0,1.0,1.0
q20,module_z,Mixed_vs_NAWM,PLVAP_permeability,6,3,-0.002231619641802879,0.0349470778459548,-0.03717869748775768,-0.3333333333333333,0.5476190476190476,0.7529761904761904
q20,module_z,Mixed_vs_NAWM,ROS_Src,6,3,0.05106993358852495,-0.341083745585452,0.392153679173977,0.4444444444444444,0.38095238095238093,0.5986394557823129
q20,module_z,Mixed_vs_NAWM,TGF_response,6,3,0.4368528416929031,-0.4529223470589224,0.8897751887518255,0.6666666666666666,0.16666666666666666,0.5986394557823129
q20,module_z,Mixed_vs_NAWM,Tight_junction,6,3,0.00010685408884558885,-0.08336114694253902,0.0834680010313846,0.1111111111111111,0.9047619047619047,0.9952380952380951
q20,module_z,Mixed_vs_NAWM,VEGF_response,6,3,0.3247522857150811,-0.4866287096267681,0.8113809953418492,0.4444444444444444,0.38095238095238093,0.5986394557823129
q20,module_z,Mixed_vs_NAWM,Wnt_BBB,6,3,0.2739134481104222,-0.49371890448789796,0.7676323525983202,0.2222222222222222,0.7142857142857142,0.8730158730158728
q20,module_z,NAWM_vs_CWM,Adhesion_trafficking,3,2,-0.4134925963937457,-0.7788636111626024,0.3653710147688567,1.0,0.2,0.9777777777777777
q20,module_z,NAWM_vs_CWM,BBB_transport_identity,3,2,-0.4531338910533509,-0.5225326691255605,0.06939877807220962,0.3333333333333333,0.8,0.9777777777777777
q20,module_z,NAWM_vs_CWM,Caveolae_structural,3,2,-0.7943811207911838,-0.6083268992280813,-0.18605422156310258,0.3333333333333333,0.8,0.9777777777777777
